nome;indice;latitude;longitude;raio
Polygon 082;1823;-21,150906;-51,100902;50
Polygon 082;1823;-21,149856;-51,103394;50
Polygon 279;1281;-21,966432;-51,644352;50
Polygon 279;1281;-21,969248;-51,644336;50
Polygon 279;1281;-21,976447;-51,638544;50
Polygon 317;1638;-23,522879;-47,149780;50
Polygon 317;1638;-23,520992;-47,124259;50
Polygon 317;1638;-23,520992;-47,123479;50
Polygon 317;1638;-23,544061;-47,118388;50
Polygon 317;1638;-23,545660;-47,118116;50
Polygon 317;1638;-23,548978;-47,114997;50
Polygon 317;1638;-23,548978;-47,114217;50
Polygon 317;1638;-23,536230;-47,153183;50
Polygon 317;1638;-23,533221;-47,163840;50
Polygon 027;1851;-22,811142;-47,321222;50
Polygon 027;1851;-22,810691;-47,320832;50
Polygon 030;1854;-22,690717;-47,310566;50
Polygon 030;1854;-22,690717;-47,309786;50
Polygon 030;1854;-22,689022;-47,308508;50
Polygon 030;1854;-22,690714;-47,307386;50
Polygon 030;1854;-22,690714;-47,306606;50
Polygon 666;666;-16,666331;-49,389015;50
Polygon 279;1281;-21,992535;-51,663565;50
Polygon 279;1281;-21,992535;-51,662784;50
Polygon 279;1281;-21,977118;-51,665466;50
Polygon 279;1281;-21,966614;-51,656039;50
Polygon 279;1281;-21,966430;-51,648870;50
Polygon 279;1281;-21,966430;-51,648090;50
Polygon 032;1856;-22,718960;-47,294799;50
Polygon 666;666;-16,693172;-49,412840;50
Polygon 666;666;-16,692016;-49,414285;50
Polygon 666;666;-16,665430;-49,390576;50
Polygon 666;666;-16,665880;-49,390186;50
Polygon 666;666;-16,667231;-49,387455;50
Polygon 666;666;-16,666781;-49,387845;50
Polygon 666;666;-16,667231;-49,386675;50
Polygon 666;666;-16,680364;-49,369186;50
Polygon 666;666;-16,689660;-49,342144;50
Polygon 666;666;-16,689660;-49,341364;50
Polygon 666;666;-16,690186;-49,345436;50
Polygon 666;666;-16,699051;-49,343913;50
Polygon 666;666;-16,710362;-49,362420;50
Polygon 666;666;-16,698852;-49,361457;50
Polygon 666;666;-16,693988;-49,410145;50
Polygon 663;663;-19,135259;-48,340923;50
Polygon 034;1858;-22,782639;-47,296781;50
Polygon 036;1860;-22,752467;-47,292194;50
Polygon 036;1860;-22,749363;-47,308643;50
Polygon 315;1636;-23,644573;-47,441548;50
Polygon 315;1636;-23,644122;-47,441938;50
Polygon 315;1636;-23,649389;-47,444394;50
Polygon 315;1636;-23,652528;-47,445873;50
Polygon 315;1636;-23,652528;-47,445093;50
Polygon 316;1637;-23,812017;-46,116222;50
Polygon 031;1855;-22,143076;-47,437702;50
Polygon 311;1632;-23,222661;-45,896691;50
Polygon 311;1632;-23,219288;-45,893000;50
Polygon 281;1283;-21,968001;-51,672147;50
Polygon 281;1283;-21,967100;-51,672147;50
Polygon 281;1283;-21,966199;-51,672147;50
Polygon 281;1283;-21,967550;-51,671757;50
Polygon 312;1633;-23,840195;-46,141875;50
Polygon 313;1634;-23,317915;-46,868066;50
Polygon 280;1282;-21,825071;-51,533594;50
Polygon 315;1636;-23,643672;-47,442328;50
Polygon 315;1636;-23,645474;-47,441548;50
Polygon 663;663;-19,139311;-48,341176;50
Polygon 663;663;-19,138861;-48,340786;50
Polygon 663;663;-19,143748;-48,339078;50
Polygon 663;663;-19,138291;-48,342268;50
Polygon 282;1284;-21,958106;-51,424258;50
Polygon 037;1861;-21,987434;-46,788645;50
Polygon 037;1861;-21,983768;-46,775244;50
Polygon 037;1861;-21,983045;-46,773347;50
Polygon 037;1861;-21,983474;-46,772798;50
Polygon 037;1861;-21,997994;-46,770427;50
Polygon 037;1861;-21,998707;-46,774018;50
Polygon 037;1861;-21,999957;-46,775065;50
Polygon 037;1861;-22,000858;-46,774285;50
Polygon 037;1861;-22,000407;-46,774675;50
Polygon 037;1861;-21,999957;-46,774285;50
Polygon 037;1861;-21,999506;-46,774675;50
Polygon 037;1861;-22,000407;-46,773894;50
Polygon 283;1285;-22,375238;-54,498610;50
Polygon 038;1862;-22,175473;-47,324524;50
Polygon 038;1862;-22,179883;-47,326233;50
Polygon 040;1864;-22,225469;-47,389399;50
Polygon 041;1865;-22,727025;-47,285450;50
Polygon 041;1865;-22,723763;-47,289298;50
Polygon 042;1866;-22,765747;-47,383730;50
Polygon 308;1629;-23,566819;-46,836761;50
Polygon 308;1629;-23,566369;-46,836370;50
Polygon 308;1629;-23,565918;-46,835980;50
Polygon 308;1629;-23,565918;-46,835200;50
Polygon 308;1629;-23,565468;-46,835590;50
Polygon 308;1629;-23,568643;-46,836624;50
Polygon 308;1629;-23,569070;-46,839767;50
Polygon 307;1628;-23,330426;-46,190282;50
Polygon 042;1866;-22,765780;-47,380363;50
Polygon 042;1866;-22,767582;-47,379583;50
Polygon 042;1866;-22,767582;-47,378803;50
Polygon 042;1866;-22,766138;-47,378023;50
Polygon 042;1866;-22,765688;-47,378413;50
Polygon 042;1866;-22,766138;-47,377242;50
Polygon 042;1866;-22,765688;-47,377632;50
Polygon 042;1866;-22,765237;-47,377242;50
Polygon 042;1866;-22,765688;-47,376852;50
Polygon 042;1866;-22,768833;-47,380333;50
Polygon 042;1866;-22,768833;-47,379552;50
Polygon 043;1867;-22,774249;-47,381657;50
Polygon 283;1285;-22,392934;-54,508147;50
Polygon 283;1285;-22,375689;-54,499000;50
Polygon 660;660;-17,301857;-49,014250;50
Polygon 660;660;-17,318351;-49,041765;50
Polygon 660;660;-17,317450;-49,041765;50
Polygon 044;1868;-21,966113;-46,819589;50
Polygon 044;1868;-21,966113;-46,818809;50
Polygon 044;1868;-21,965835;-46,817374;50
Polygon 046;1870;-22,080514;-47,421090;50
Polygon 047;1871;-21,981024;-46,793817;50
Polygon 048;1872;-22,719800;-47,244585;50
Polygon 048;1872;-22,719800;-47,243805;50
Polygon 048;1872;-22,719800;-47,243024;50
Polygon 048;1872;-22,719800;-47,242244;50
Polygon 048;1872;-22,719350;-47,242634;50
