nome,indice,latitude,longitude,raio
Polygon 055,1796,-21.23111050179099,-50.85766608935582,1000
Polygon 055,1796,-21.21309248377297,-50.873270150685265,1000
Polygon 055,1796,-21.23111050179099,-50.873270150685265,1000
Polygon 844,844,-17.76406789058198,-48.58079761885276,1000
Polygon 844,844,-17.737040863554952,-48.588599649517484,1000
Polygon 844,844,-17.74604987256396,-48.59640168018221,1000
Polygon 844,844,-17.719022845536934,-48.60420371084693,1000
Polygon 844,844,-17.737040863554952,-48.60420371084693,1000
Polygon 844,844,-17.74604987256396,-48.61200574151166,1000
Polygon 844,844,-17.76406789058198,-48.61200574151166,1000
Polygon 844,844,-17.728031854545943,-48.62760980284111,1000
Polygon 844,844,-17.737040863554952,-48.61980777217638,1000
Polygon 844,844,-17.74604987256396,-48.62760980284111,1000
Polygon 253,1255,-21.24623171859099,-50.31882172513527,1000
Polygon 347,1668,-23.54233198333198,-46.346821612841104,1000
Polygon 056,1797,-20.20906495618198,-50.93135100047055,1000
Polygon 056,1797,-20.21807396519099,-50.92354896980582,1000
Polygon 056,1797,-20.20005594717297,-50.93915303113527,1000
Polygon 844,844,-17.75505888157297,-48.63541183350583,1000
Polygon 844,844,-17.76406789058198,-48.643213864170555,1000
Polygon 844,844,-17.75505888157297,-48.651015894835275,1000
Polygon 057,1798,-20.64819735234099,-51.11355896933528,1000
Polygon 091,1412,-23.75141350999099,-46.439547970685275,1000
Polygon 318,2162,-22.51013597498198,-48.55673673037055,1000
Polygon 318,2162,-22.51914498399099,-48.56453876103527,1000
Polygon 056,1797,-20.20005594717297,-50.907944908476374,1000
Polygon 056,1797,-20.20906495618198,-50.9157469391411,1000
Polygon 056,1797,-20.19104693816396,-50.93135100047055,1000
Polygon 056,1797,-20.20005594717297,-50.92354896980582,1000
Polygon 057,1798,-20.63017933432297,-51.09795490800583,1000
Polygon 057,1798,-20.63918834333198,-51.10575693867056,1000
Polygon 347,1668,-23.479268920268915,-46.354623643505825,1000
Polygon 347,1668,-23.488277929277924,-46.36242567417055,1000
Polygon 347,1668,-23.497286938286933,-46.354623643505825,1000
Polygon 347,1668,-23.506295947295943,-46.36242567417055,1000
Polygon 347,1668,-23.515304956304952,-46.354623643505825,1000
Polygon 347,1668,-23.52431396531396,-46.36242567417055,1000
Polygon 347,1668,-23.53332297432297,-46.354623643505825,1000
Polygon 347,1668,-23.55134099234099,-46.354623643505825,1000
Polygon 347,1668,-23.497286938286933,-46.37022770483527,1000
Polygon 779,779,-16.501117043072973,-49.425611893205826,1000
Polygon 779,779,-16.510126052081983,-49.43341392387055,1000
Polygon 779,779,-16.519135061090992,-49.425611893205826,1000
Polygon 779,779,-16.501117043072973,-49.441215954535274,1000
Polygon 255,1257,-21.75658935298198,-52.132619839770555,1000
Polygon 255,1257,-21.76559836199099,-52.140421870435276,1000
Polygon 344,1665,-23.321012875463964,-46.75103889897055,1000
Polygon 344,1665,-23.348039902490992,-46.74323686830582,1000
Polygon 344,1665,-23.348039902490992,-46.75884092963527,1000
Polygon 058,1799,-20.89653596107297,-51.38229361850583,1000
Polygon 058,1799,-20.90554497008198,-51.390095649170554,1000
Polygon 058,1799,-20.89653596107297,-51.397897679835275,1000
Polygon 768,768,-17.42367898679099,-49.662933856135275,1000
Polygon 058,1799,-20.90554497008198,-51.35888752651166,1000
Polygon 058,1799,-20.88752695206396,-51.374491587841106,1000
Polygon 058,1799,-20.89653596107297,-51.36668955717638,1000
Polygon 058,1799,-20.90554497008198,-51.374491587841106,1000
Polygon 058,1799,-20.88752695206396,-51.390095649170554,1000
Polygon 339,1660,-23.34032398198198,-46.92276293867055,1000
Polygon 338,1659,-23.36098899099099,-47.851664969335275,1000
Polygon 258,1260,-22.362119944490992,-54.50152689043527,1000
Polygon 762,762,-16.376795203081983,-49.48607397324111,1000
Polygon 762,762,-16.385804212090992,-49.478271942576384,1000
Polygon 762,762,-16.340759167045945,-49.50167803457056,1000
Polygon 762,762,-16.358777185063964,-49.50167803457056,1000
Polygon 762,762,-16.367786194072973,-49.49387600390583,1000
Polygon 762,762,-16.385804212090992,-49.49387600390583,1000
Polygon 334,1655,-23.085641476272972,-46.702759759176374,1000
Polygon 334,1655,-23.09465048528198,-46.7105617898411,1000
Polygon 334,1655,-23.10365949429099,-46.702759759176374,1000
Polygon 334,1655,-23.10365949429099,-46.71836382050582,1000
Polygon 334,1655,-23.10365949429099,-46.73396788183527,1000
Polygon 060,1801,-20.86507189538198,-51.48506006002055,1000
Polygon 060,1801,-20.85606288637297,-51.49286209068527,1000
Polygon 060,1801,-20.87408090439099,-51.49286209068527,1000
Polygon 066,1807,-20.448001893963962,-54.63240971891165,1000
Polygon 066,1807,-20.45701090297297,-54.624607688246925,1000
Polygon 066,1807,-20.46601991198198,-54.63240971891165,1000
Polygon 066,1807,-20.47502892099099,-54.624607688246925,1000
Polygon 066,1807,-20.411965857927925,-54.6480137802411,1000
